Cantico,Canto,Terzetto,Original,Translation
Inferno,11,100,"dal divino ‘ntelletto e da sua arte; e se tu ben la tua Fisica note, tu troverai, non dopo molte carte,","dal divino intelletto e dalla sua arte. E, se tu leggi bene la Fisica [di Aristotele che hai fatto] tua, tu troverai, dopo non molte pagine,"
Inferno,11,103,"che l’arte vostra quella, quanto pote, segue, come ‘l maestro fa ‘l discente; sì che vostr’arte a Dio quasi è nepote.","che la vostra arte, quanto può, segue quella [di Dio], come il discepolo fa con il maestro. In tal modo la vostra arte è quasi nipote di Dio."
Inferno,11,106,"Da queste due, se tu ti rechi a mente lo Genesì dal principio, convene prender sua vita e avanzar la gente;","Da queste due, se tu ricordi gli inizi della Genesi, conviene che la gente ricavi il sostentamento e progredisca."
Inferno,11,109,"e perché l’usuriere altra via tene, per sé natura e per la sua seguace dispregia, poi ch’in altro pon la spene.","L’usuraio, che tiene un’altra via, disprezza la Natura in quanto tale e l’arte, sua seguace, poiché ripone la sua speranza nel lavoro altrui."
Inferno,11,112,"Ma seguimi oramai, che ‘l gir mi piace; ché i Pesci guizzan su per l’orizzonta, e ‘l Carro tutto sovra ‘l Coro giace,","Ma ora sèguimi, perché desidero proseguire. I Pesci guizzano su per l’orizzonte, e l’Orsa maggiore giace tutta sopra il vento di maestrale,"
Inferno,11,115,e ‘l balzo via là oltra si dismonta”.,e si discende questa balza andando più oltre».
Inferno,13,1,"Non era ancor di là Nesso arrivato, quando noi ci mettemmo per un bosco che da neun sentiero era segnato.","Nesso non era ancor arrivato sull’altra riva del Flegetónte, quando ci avviammo per un bosco, che non era segnato da alcun sentiero."
Inferno,13,4,"Non fronda verde, ma di color fosco; non rami schietti, ma nodosi e ‘nvolti; non pomi v’eran, ma stecchi con tòsco:","Non fronde verdi, ma di color fosco; non rami lisci, ma nodosi e contorti; non frutti vi erano, ma spine velenose."
Inferno,13,7,non han sì aspri sterpi né sì folti quelle fiere selvagge che ‘n odio hanno tra Cecina e Corneto i luoghi cólti.,Non hanno come dimora boscaglie così incolte né così fitte quelle fiere selvagge che tra Cécina e Cornéto odiano i luoghi coltivati.
Inferno,13,10,"Quivi le brutte Arpie lor nidi fanno, che cacciar de le Strofade i Troiani con tristo annunzio di futuro danno.","Qui fan i loro nidi le Arpìe ripugnanti, che cacciarono dalle [isole] Stròfadi i troiani con un triste annunzio di disgrazie future."
Inferno,13,13,"Ali hanno late, e colli e visi umani, piè con artigli, e pennuto ‘l gran ventre; fanno lamenti in su li alberi strani.","Hanno ali larghe, colli e visi umani, piedi con artigli e il gran ventre ricoperto di penne; ed emettono versi lamentosi sopra gli alberi strani."
Inferno,13,16,"E ‘l buon maestro “Prima che più entre, sappi che se’ nel secondo girone”, mi cominciò a dire, “e sarai mentre","Il buon maestro: «Prima che ti addentri di più nella selva, sappi che sei nel secondo girone» cominciò a dire, «e vi resterai finché"
Inferno,13,19,che tu verrai ne l’orribil sabbione. Però riguarda ben; sì vederai cose che torrien fede al mio sermone”.,"verrai nell’orribile distesa di sabbia [oltre il bosco]. Perciò guarda bene, così vedrai cose che, se io te le dicessi, non le crederesti»."
Inferno,13,22,"Io sentia d’ogne parte trarre guai, e non vedea persona che ‘l facesse; per ch’io tutto smarrito m’arrestai.","Io sentivo da ogni parte emettere grida lamentose, ma non vedevo alcuno che lo facesse, perciò tutto smarrito mi fermai."
Inferno,13,25,"Cred’io ch’ei credette ch’io credesse che tante voci uscisser, tra quei bronchi da gente che per noi si nascondesse.","Io credei ch’egli credesse ch’io credessi che tali voci uscissero, tra quei grossi sterpi, dalla bocca di persone che si nascondevano alla nostra vista."
Inferno,13,28,"Però disse ‘l maestro: “Se tu tronchi qualche fraschetta d’una d’este piante, li pensier c’hai si faran tutti monchi”.","Perciò il maestro disse: «Se spezzi qualche ramoscello di una di queste piante, i pensieri che hai saranno tutti recisi»."
Inferno,13,31,"Allor porsi la mano un poco avante, e colsi un ramicel da un gran pruno; e ‘l tronco suo gridò: “Perché mi schiante?”.",Allora protesi un po’ la mano e colsi un ramoscello da un gran pruno. Il suo tronco gridò: «Perché mi spezzi?».
Inferno,13,34,"Da che fatto fu poi di sangue bruno, ricominciò a dir: “Perché mi scerpi? non hai tu spirto di pietade alcuno?","Dopo che si ricoprì di sangue bruno, ricominciò a dire: «Perché mi laceri? Non hai tu alcun senso di pietà?"
Inferno,13,37,"Uomini fummo, e or siam fatti sterpi: ben dovrebb’esser la tua man più pia, se state fossimo anime di serpi”.","Fummo uomini ed ora siamo divenuti piante: la tua mano dovrebbe essere ben più pia, anche se fossimo [stati] anime di serpi»."
Inferno,13,40,"Come d’un stizzo verde ch’arso sia da l’un de’capi, che da l’altro geme e cigola per vento che va via,","Come da un tronco verde, che sia arso ad un estremo e che all’altro estremo geme e cigola per il vapore che esce,"
Inferno,13,43,"sì de la scheggia rotta usciva insieme parole e sangue; ond’io lasciai la cima cadere, e stetti come l’uom che teme.",così dal ramo scheggiato uscivano insieme parole e sangue. Perciò io lasciai cadere la punta del ramoscello e rimasi come chi è preso da timore.
Inferno,13,46,"“S’elli avesse potuto creder prima”, rispuose ‘l savio mio, “anima lesa, ciò c’ha veduto pur con la mia rima,","«O anima offesa, se egli avesse potuto creder prima» rispose il mio saggio, «ciò che ha visto soltanto con la mia poesia,"
Inferno,13,49,non averebbe in te la man distesa; ma la cosa incredibile mi fece indurlo ad ovra ch’a me stesso pesa.,"non avrebbe disteso la mano verso di te. Ma il fatto incredibile mi spinse a fargli compiere un’azione, che ora mi rincresce."
Inferno,13,52,"Ma dilli chi tu fosti, sì che ‘n vece d’alcun’ammenda tua fama rinfreschi nel mondo sù, dove tornar li lece”.","Ora però digli chi tu fosti, così che, per ripagarti in qualche modo, possa rinfrescare la tua fama lassù nel mondo, dove gli è permesso di ritornare.»"
Inferno,13,55,"E ‘l tronco: “Sì col dolce dir m’adeschi, ch’i’ non posso tacere; e voi non gravi perch’io un poco a ragionar m’inveschi.","E il tronco: «Con le tue dolci parole mi lusinghi tanto, che non posso tacere. E non vi dispiaccia, se io mi trattengo un po’ a discutere con voi."
Inferno,13,58,"Io son colui che tenni ambo le chiavi del cor di Federigo, e che le volsi, serrando e diserrando, sì soavi,","Io son colui che tenne ambedue le chiavi del cuor di Federico II di Svevia e che, chiudendo ed aprendo, le adoperai così dolcemente,"
Inferno,13,61,"che dal secreto suo quasi ogn’uom tolsi: fede portai al glorioso offizio, tanto ch’i’ ne perde’ li sonni e ‘ polsi.","che quasi ogni uomo allontanai dai suoi segreti. Fui fedele al mio glorioso incarico, tanto che perdetti il sonno e la salute."
Inferno,13,64,"La meretrice che mai da l’ospizio di Cesare non torse li occhi putti, morte comune e de le corti vizio,","La meretrice , che dalla corte imperiale non distolse mai gli occhi disonesti, rovina comune [degli uomini] e vizio speciale delle corti,"
Inferno,13,67,"infiammò contra me li animi tutti; e li ‘nfiammati infiammar sì Augusto, che ‘ lieti onor tornaro in tristi lutti.","infiammò contro di me gli animi di tutti e gli animi infiammati infiammarono così l’imperatore, che i lieti onori si trasformarono in tristi lutti."
Inferno,13,70,"L’animo mio, per disdegnoso gusto, credendo col morir fuggir disdegno, ingiusto fece me contra me giusto.","Il mio animo, spinto da un amaro piacere, credendo con la morte di fuggir lo sdegno [del sovrano e della corte], mi fece compier un atto ingiusto contro di me giusto."
Inferno,13,73,"Per le nove radici d’esto legno vi giuro che già mai non ruppi fede al mio segnor, che fu d’onor sì degno.","Per le nuove radici di questa pianta, vi giuro che non ruppi mai la fedeltà al mio signore, che fu così degno d’onore."
Inferno,13,76,"E se di voi alcun nel mondo riede, conforti la memoria mia, che giace ancor del colpo che ‘nvidia le diede”.","E, se qualcuno di voi ritorna nel mondo, difenda il mio ricordo, che giace ancor offuscato per il colpo inferto dall’invidia»."
Inferno,13,79,"Un poco attese, e poi “Da ch’el si tace”, disse ‘l poeta a me, “non perder l’ora; ma parla, e chiedi a lui, se più ti piace”.","Il poeta attese un po’, quindi: «Poiché tace» mi disse, «non perder tempo, ma parla e chièdigli ciò che più ti piace»."
Inferno,13,82,"Ond’io a lui: “Domandal tu ancora di quel che credi ch’a me satisfaccia; ch’i’ non potrei, tanta pietà m’accora”.","Ed io a lui: «Domàndagli ancor tu ciò che credi che mi soddisfi. Io non potrei, perché la compassione mi commuove»."
Inferno,13,85,"Perciò ricominciò: “Se l’om ti faccia liberamente ciò che ‘l tuo dir priega, spirito incarcerato, ancor ti piaccia","Perciò ricominciò: «Possa essere esaudito generosamente ciò che le tue parole chiedono!, o spirito incarcerato, ti faccia ancor piacere"
Inferno,13,88,"di dirne come l’anima si lega in questi nocchi; e dinne, se tu puoi, s’alcuna mai di tai membra si spiega”.","di dirci come l’anima si lega in questi tronchi nodosi; e dicci, se puoi, se qualche anima si scioglie mai da queste membra»."
Inferno,13,91,"Allor soffiò il tronco forte, e poi si convertì quel vento in cotal voce: “Brievemente sarà risposto a voi.","Allora il tronco soffiò fortemente, poi trasformò quel vento in parole: «Vi risponderò brevemente."
Inferno,13,94,"Quando si parte l’anima feroce dal corpo ond’ella stessa s’è disvelta, Minòs la manda a la settima foce.","L’anima crudele [del suicida], quando lascia il corpo dal quale essa stessa si è strappata, è mandata da Minosse al settimo cerchio."
Inferno,13,97,"Cade in la selva, e non l’è parte scelta; ma là dove fortuna la balestra, quivi germoglia come gran di spelta.","Cade nella selva e non ha un luogo prestabilito, ma dove il caso la fa cadere germoglia come un chicco di biada."
Inferno,13,100,"Surge in vermena e in pianta silvestra: l’Arpie, pascendo poi de le sue foglie, fanno dolore, e al dolor fenestra.","Spunta sotto forma di virgulto, poi diventa albero selvatico: le Arpìe, mangiando poi le sue foglie, provocano dolore e aprono sbocchi ai suoi lamenti."
Inferno,13,103,"Come l’altre verrem per nostre spoglie, ma non però ch’alcuna sen rivesta, ché non è giusto aver ciò ch’om si toglie.","Come le altre anime [nel giorno del giudizio] verremo a riprenderci le nostre spoglie, ma nessuna di noi le rivestirà, perché non è giusto riaver ciò di cui ci si è privati."
Inferno,13,106,"Qui le trascineremo, e per la mesta selva saranno i nostri corpi appesi, ciascuno al prun de l’ombra sua molesta”.","Le trascineremo qui, e per la mesta selva i nostri corpi saranno appesi, ciascuno al pruno della propria ombra , che in vita gli fu molesta»."
Inferno,13,109,"Noi eravamo ancora al tronco attesi, credendo ch’altro ne volesse dire, quando noi fummo d’un romor sorpresi,","Noi eravamo ancor attenti davanti al tronco, credendo che ci volesse dir qualcos’altro, quando fummo sorpresi da un rumore,"
Inferno,13,112,"similemente a colui che venire sente ‘l porco e la caccia a la sua posta, ch’ode le bestie, e le frasche stormire.",come succede al cacciatore quando sente venir verso il suo riparo il cinghiale inseguito dai cani e ode le bestie strepitare e le frasche stormire.
Inferno,13,118,"Quel dinanzi: “Or accorri, accorri, morte!”. E l’altro, cui pareva tardar troppo, gridava: “Lano, sì non furo accorte","Quello davanti gridava: «Ora corri da me, corri da me, o morte!». E l’altro, a cui sembrava di correr troppo lentamente, gridava: «O Lano, non furono così leste"
Inferno,13,121,"e gambe tue a le giostre dal Toppo!”. E poi che forse li fallia la lena, di sé e d’un cespuglio fece un groppo.","le tue gambe nello scontro di Pieve del Toppo!». E, poiché forse gli mancava il fiato, si lasciò cadere su un cespuglio."
Inferno,13,124,"Di rietro a loro era la selva piena di nere cagne, bramose e correnti come veltri ch’uscisser di catena.","Dietro di loro la selva era piena di nere cagne, bramose e veloci come veltri appena sciolti dalla catena."
Inferno,13,127,"In quel che s’appiattò miser li denti, e quel dilaceraro a brano a brano; poi sen portar quelle membra dolenti.","Affondarono i denti in quel che s’era appiattato e lo dilaniarono a brano a brano, poi trascinarono via quelle membra straziate."
Inferno,13,130,"Presemi allor la mia scorta per mano, e menommi al cespuglio che piangea, per le rotture sanguinenti in vano.","Allora la mia guida mi prese per mano e mi condusse al cespuglio, che piangeva attraverso le rotture invano sanguinanti."
Inferno,13,133,"“O Iacopo”, dicea, “da Santo Andrea, che t’è giovato di me fare schermo? che colpa ho io de la tua vita rea?”.","«O Giacomo da Sant’Andrea» diceva, «che t’è giovato farti riparo di me? Che colpa ho io della tua vita malvagia?»"
Inferno,13,136,"Quando ‘l maestro fu sovr’esso fermo, disse “Chi fosti, che per tante punte soffi con sangue doloroso sermo?”.","Quando il maestro si fermò sopra di lui, disse: «Chi fosti tu che attraverso tali ferite soffi con il sangue parole di dolore?»."
Inferno,13,139,"Ed elli a noi: “O anime che giunte siete a veder lo strazio disonesto c’ha le mie fronde sì da me disgiunte,","Ed egli a noi: «O anime, che siete giunte a veder lo strazio vergognoso che ha così staccato le mie fronde da me,"
Inferno,13,142,raccoglietele al piè del tristo cesto. I’ fui de la città che nel Batista mutò il primo padrone; ond’ei per questo,"raccogliétele ai piedi dello sventurato cespuglio. Io fui della città che in Giovan Battista mutò Marte , il primo protettore, perciò questi"
Inferno,13,145,"sempre con l’arte sua la farà trista; e se non fosse che ‘n sul passo d’Arno rimane ancor di lui alcuna vista,","con la sua arte la farà sempre sventurata. E, se su Ponte Vecchio non rimanesse ancora una sua immagine,"
Inferno,13,148,"que’ cittadin che poi la rifondarno sovra ‘l cener che d’Attila rimase, avrebber fatto lavorare indarno.","quei cittadini, che poi la ricostruirono sulla cenere rimasta dopo Attila, avrebbero lavorato invano."
Inferno,13,151,Io fei gibbetto a me de le mie case”.,Io feci delle mie case il luogo del mio Supplizio».
Inferno,14,1,"Poi che la carità del natio loco mi strinse, raunai le fronde sparte, e rende’le a colui, ch’era già fioco.","Poiché l’amore per il luogo natale mi strinse il cuore, raccolsi le foglie sparse e le resi a colui, che ormai taceva."
Inferno,14,4,"Indi venimmo al fine ove si parte lo secondo giron dal terzo, e dove si vede di giustizia orribil arte.","Quindi venimmo al confine, dove il secondo girone si divide dal terzo e dove si vede la terribile arte della giustizia."
Inferno,14,7,"A ben manifestar le cose nove, dico che arrivammo ad una landa che dal suo letto ogne pianta rimove.","Per spiegare bene la nuova situazione, dico che arrivammo in una pianura, che non lascia attecchire alcuna pianta."
Inferno,14,10,"La dolorosa selva l’è ghirlanda intorno, come ‘l fosso tristo ad essa: quivi fermammo i passi a randa a randa.","Essa è circondata dalla selva dolorosa dei suicidi, la quale, a sua volta, è circondata dal tristo Flegetónte. Ci fermammo qui, proprio sul margine della pianura."
Inferno,14,13,"Lo spazzo era una rena arida e spessa, non d’altra foggia fatta che colei che fu da’ piè di Caton già soppressa.","Il suolo era una sabbia arida e compatta, non diversa da quella già calcata in Libia dai piedi di Catone di Utica."
Inferno,14,16,"O vendetta di Dio, quanto tu dei esser temuta da ciascun che legge ciò che fu manifesto a li occhi miei!","O giusta vendetta di Dio, quanto devi essere temuta da ognuno che legge ciò che osservai con i miei occhi!"
Inferno,14,19,"D’anime nude vidi molte gregge che piangean tutte assai miseramente, e parea posta lor diversa legge.","Vidi molte schiere di anime ignude, che piangevano miserevolmente ed apparivano sottoposte a leggi diverse."
Inferno,14,22,"Supin giacea in terra alcuna gente, alcuna si sedea tutta raccolta, e altra andava continuamente.","Alcune giacevano supine a terra, altre sedevano tutte rannicchiate, altre camminavano senza mai fermarsi."
Inferno,14,25,"Quella che giva intorno era più molta, e quella men che giacea al tormento, ma più al duolo avea la lingua sciolta.","Quelle che camminavano erano più numerose, quelle che giacevano per terra erano meno numerose, ma avevano la lingua più sciolta al dolore."
Inferno,14,28,"Sovra tutto ‘l sabbion, d’un cader lento, piovean di foco dilatate falde, come di neve in alpe sanza vento.","Sopra tutta la distesa di sabbia, con un cader lento, piovevano ampie falde di fuoco, come [le falde] di neve [cadono] sui monti quando non c’è vento."
Inferno,14,31,"Quali Alessandro in quelle parti calde d’India vide sopra ‘l suo stuolo fiamme cadere infino a terra salde,","Alessandro Magno nelle parti calde dell’India vide cadere sopra il suo esercito fiamme compatte sino a terra,"
Inferno,14,34,"per ch’ei provide a scalpitar lo suolo con le sue schiere, acciò che lo vapore mei si stingueva mentre ch’era solo:","perciò fece calpestare il suolo dai suoi soldati, affinché il vapor igneo si spegnesse [più facilmente], mentre era solo."
Inferno,14,37,"tale scendeva l’etternale ardore; onde la rena s’accendea, com’esca sotto focile, a doppiar lo dolore.",Allo stesso modo scendeva il fuoco eterno: incendiava la sabbia come l’esca sotto la pietra focaia e raddoppiava il dolore [a quelle anime].
Inferno,14,40,"Sanza riposo mai era la tresca de le misere mani, or quindi or quinci escotendo da sé l’arsura fresca.","Le loro mani miserevoli si muovevano freneticamente, senza mai fermarsi: ora qui ora lì si scuotevano di dosso le nuove fiamme [che ininterrottamente cadevano]."
Inferno,14,43,"I’ cominciai: “Maestro, tu che vinci tutte le cose, fuor che ‘ demon duri ch’a l’intrar de la porta incontra uscinci,","Io cominciai: «O maestro, tu che vinci tutte le difficoltà, fuorché i demoni ostinati che ci vennero incontro davanti alla porta di Dite ,"
Inferno,14,46,"chi è quel grande che non par che curi lo ‘ncendio e giace dispettoso e torto, sì che la pioggia non par che ‘l marturi?”.","chi è quel grande, che mostra di non curarsi della pioggia di fuoco e che giace per terra sprezzante e torvo, tanto che la pioggia non appare capace di domarlo?»."
Inferno,14,49,"E quel medesmo, che si fu accorto ch’io domandava il mio duca di lui, gridò: “Qual io fui vivo, tal son morto.","E quello, accortosi che chiedevo di lui alla mia guida, gridò: «Come fui da vivo, tale son da morto."
Inferno,14,52,Se Giove stanchi ‘l suo fabbro da cui crucciato prese la folgore aguta onde l’ultimo dì percosso fui;,"Anche se Giove stancasse il suo fabbro , dal quale, adirato contro di me, prese la folgore acuta con cui mi colpì l’ultimo giorno della mia vita;"
Inferno,14,55,"o s’elli stanchi li altri a muta a muta in Mongibello a la focina negra, chiamando “Buon Vulcano, aiuta, aiuta!”,","ed anche se stancasse gli altri fabbri facendoli lavorare a turno nella nera fucina dell’Etna, chiamando “O buon Vulcano, aiutami, aiutami!”,"
Inferno,14,58,"sì com’el fece a la pugna di Flegra, e me saetti con tutta sua forza, non ne potrebbe aver vendetta allegra”.","come fece nella battaglia di Flegra [contro i Giganti]; e mi scagliasse addosso i fulmini con tutta la sua forza, non avrebbe ancora la soddisfazione di vedermi piegato»."
Inferno,14,61,"Allora il duca mio parlò di forza tanto, ch’i’ non l’avea sì forte udito: “O Capaneo, in ciò che non s’ammorza","Allora la mia guida parlò con tanta forza, quanto non l’avevo mai udito: «O Capanèo, proprio perché la tua superbia"
Inferno,14,64,"la tua superbia, se’ tu più punito: nullo martiro, fuor che la tua rabbia, sarebbe al tuo furor dolor compito”.","non si spegne, senti maggiormente la punizione: nessuna sofferenza, fuorché la tua rabbia, sarebbe un castigo adeguato al tuo furore»."
Inferno,14,67,Poi si rivolse a me con miglior labbia dicendo: “Quei fu l’un d’i sette regi ch’assiser Tebe; ed ebbe e par ch’elli abbia,"Poi si rivolse a me con volto più sereno, dicendo: «Egli fu uno dei sette re che assediarono Tebe. Ebbe e mostra di avere"
Inferno,14,70,"Dio in disdegno, e poco par che ‘l pregi; ma, com’io dissi lui, li suoi dispetti sono al suo petto assai debiti fregi.","Dio in gran disprezzo e poco mostra di considerarlo. Ma, come dissi, il suo disprezzo e le sue parole son ben appropriati alla sua pazzia."
Inferno,14,73,"Or mi vien dietro, e guarda che non metti, ancor, li piedi ne la rena arsiccia; ma sempre al bosco tien li piedi stretti”.","Ora séguimi e cerca ancora di non metter i piedi nella sabbia riarsa, ma tiènili sempre vicini al bosco»."
Inferno,14,76,"Tacendo divenimmo là ‘ve spiccia fuor de la selva un picciol fiumicello, lo cui rossore ancor mi raccapriccia.","Senza più parlare giungemmo là dove sgorga fuori della selva un piccolo fiumicello, il cui color rosso mi fa ancor raccapricciare."
Inferno,14,79,"Quale del Bulicame esce ruscello che parton poi tra lor le peccatrici, tal per la rena giù sen giva quello.","Esso scorreva tra la sabbia, simile al ruscello che esce dal laghetto di Bulicame, che poi le peccatrici si dividono tra loro."
Inferno,14,82,"Lo fondo suo e ambo le pendici fatt’era ‘n pietra, e ‘ margini dallato; per ch’io m’accorsi che ‘l passo era lici.","Il suo fondo, ambedue le sponde, come pure i margini laterali erano fatti di pietra, perciò mi accorsi che il passaggio era lì."
Inferno,14,85,"“Tra tutto l’altro ch’i’ t’ho dimostrato, poscia che noi intrammo per la porta lo cui sogliare a nessuno è negato,","«Fra tutte le altre cose che ti ho mostrato, dopo che entrammo per la porta la cui soglia è aperta a tutti,"
Inferno,14,88,"cosa non fu da li tuoi occhi scorta notabile com’è ‘l presente rio, che sovra sé tutte fiammelle ammorta”.","i tuoi occhi non videro cosa degna di nota come questo fiumicello, che spegne sopra di sé tutte le fiammelle.»"
Inferno,14,91,Queste parole fuor del duca mio; per ch’io ‘l pregai che mi largisse ‘l pasto di cui largito m’avea il disio.,"Queste parole mi furon dette dalla mia guida; perciò io la pregai di soddisfare la curiosità, che aveva in me suscitato."
Inferno,14,94,"“In mezzo mar siede un paese guasto”, diss’elli allora, “che s’appella Creta, sotto ‘l cui rege fu già ‘l mondo casto.","«Nel mezzo del mare si trova un paese ora caduto in rovina» egli allora disse, «che si chiama Creta, sotto il cui re un tempo il mondo visse innocente."
Inferno,14,97,"Una montagna v’è che già fu lieta d’acqua e di fronde, che si chiamò Ida: or è diserta come cosa vieta.","Vi è una montagna chiamata Ida, un tempo ricca di acque e di fronde ed ora abbandonata come una cosa vecchia."
Inferno,14,100,"Rea la scelse già per cuna fida del suo figliuolo, e per celarlo meglio, quando piangea, vi facea far le grida.","Rea la scelse come culla sicura per il suo piccolo ; e, per meglio nasconderlo quando piangeva, faceva fare gran rumore."
Inferno,14,103,"Dentro dal monte sta dritto un gran veglio, che tien volte le spalle inver’ Dammiata e Roma guarda come suo speglio.","Dentro il monte sta dritto un vecchio di grande statura, che volge le spalle all’Egitto e guarda Roma come in uno specchio."
Inferno,14,106,"La sua testa è di fin oro formata, e puro argento son le braccia e ‘l petto, poi è di rame infino a la forcata;","La testa è fatta d’oro fine, le sue braccia e il suo petto sono d’argento puro, poi è di rame sino all’inforcatura delle gambe,"
Inferno,14,109,"da indi in giuso è tutto ferro eletto, salvo che ‘l destro piede è terra cotta; e sta ‘n su quel più che ‘n su l’altro, eretto.","da qui in giù è tutto di ferro scelto, tranne il piè destro, che è di terra cotta, e sta dritto più su questo piede che sull’altro."
Inferno,14,112,"Ciascuna parte, fuor che l’oro, è rotta d’una fessura che lagrime goccia, le quali, accolte, foran quella grotta.","Ciascuna parte, fuorché la testa d’oro, è rotta da una fessura, che goccia lacrime, le quali, raccogliendosi ai suoi piedi, forano la roccia."
Inferno,14,115,"Lor corso in questa valle si diroccia: fanno Acheronte, Stige e Flegetonta; poi sen van giù per questa stretta doccia","Esse scorrono tra le rocce sino a questa valle e formano l’Acherónte, lo Stige e il Flegetónte. Poi se ne vanno giù per questo stretto canale,"
Inferno,14,118,"infin, là ove più non si dismonta fanno Cocito; e qual sia quello stagno tu lo vedrai, però qui non si conta”.","finché formano Cocìto nel luogo oltre il quale non si scende più. Tu vedrai com’è quello stagno, perciò qui non te ne parlo.»"
Inferno,14,121,"E io a lui: “Se ‘l presente rigagno si diriva così dal nostro mondo, perché ci appar pur a questo vivagno?”.","Ed io a lui: «Se questo rigagnolo proviene dal nostro mondo, perché ci appare soltanto qui, al marmargine della selva?»."
Inferno,14,124,"Ed elli a me: “Tu sai che ‘l loco è tondo; e tutto che tu sie venuto molto, pur a sinistra, giù calando al fondo,","Ed egli a me: «Tu sai che questo luogo è rotondo e che, sebbene tu sia disceso girando sempre a sinistra,"
Inferno,14,127,"non se’ ancor per tutto il cerchio vòlto: per che, se cosa n’apparisce nova, non de’ addur maraviglia al tuo volto”.",non hai ancora percorso tutta la circonferenza. Perciò non devi meravigliarti se ci appare qualcosa di mai visto».
Inferno,14,130,"E io ancor: “Maestro, ove si trova Flegetonta e Letè? ché de l’un taci, e l’altro di’ che si fa d’esta piova”.","Ed io ancora: «O maestro, dove si trovano il Flegetónte e il Letè? Perché dell’uno taci, dell’altro dici che si forma da questa pioggia di lacrime»."
Inferno,14,133,"“In tutte tue question certo mi piaci”, rispuose; “ma ‘l bollor de l’acqua rossa dovea ben solver l’una che tu faci.","«Le tue domande mi fan sempre piacere» mi rispose, «ma il bollore dell’acqua rossa ben doveva risolvere una delle domande che fai."
Inferno,14,136,"Letè vedrai, ma fuor di questa fossa, là dove vanno l’anime a lavarsi quando la colpa pentuta è rimossa”.","Vedrai il Letè fuori di questo abisso, là dove le anime vanno a lavarsi quando la colpa, di cui si son pentite, è rimossa.»"
Inferno,14,139,"Poi disse: “Omai è tempo da scostarsi dal bosco; fa che di retro a me vegne: li margini fan via, che non son arsi,","Poi disse: «Ormai è giunto il momento di scostarci dal bosco. Cerca di venirmi dietro: gli argini di pietra, che non son arsi dal fuoco, ci offrono la strada,"
Inferno,14,142,e sopra loro ogne vapor si spegne”.,poiché sopra di loro ogni vapore igneo si Spegne».
Inferno,15,1,"Ora cen porta l’un de’ duri margini; e ‘l fummo del ruscel di sopra aduggia, sì che dal foco salva l’acqua e li argini.","Ora ci porta uno degli argini di pietra del Flegetónte. Il vapore, che si solleva dal fiumicello, fa ombra sopra di essi e salva l’acqua e gli argini dalla pioggia di fuoco."
Inferno,15,4,"Quali Fiamminghi tra Guizzante e Bruggia, temendo ‘l fiotto che ‘nver lor s’avventa, fanno lo schermo perché ‘l mar si fuggia;","Come i fiamminghi tra Wissant e Bruges, temendo l’alta marea che si scaglia con violenza contro i loro lidi, costruiscono il riparo delle dighe, affinché il mare sia respinto;"
Inferno,15,7,"e quali Padoan lungo la Brenta, per difender lor ville e lor castelli, anzi che Carentana il caldo senta:","e come i padovani innalzano argini lungo il fiume Brenta, per riparare dalle inondazioni le loro città ed i loro borghi, prima che la Carinzia senta il caldo, che provoca le piene del fiume,"
Inferno,15,10,"a tale imagine eran fatti quelli, tutto che né sì alti né sì grossi, qual che si fosse, lo maestro felli.","a somiglianza di queste dighe eran fatti gli argini di quel fiumicello, anche se il costruttore, chiunque sia stato , non li fece né così alti né così grandi."
Inferno,15,13,"Già eravam da la selva rimossi tanto, ch’i’ non avrei visto dov’era, perch’io in dietro rivolto mi fossi,","Ci eravamo già tanto allontanati dalla selva dei suicidi, che io non avrei visto dov’era, se mi fossi voltato indietro,"
Inferno,15,16,"quando incontrammo d’anime una schiera che venìan lungo l’argine, e ciascuna ci riguardava come suol da sera","quando incontrammo una schiera di anime, che venivano lungo l’argine. Ognuna di esse ci guardava come ci si suol"
Inferno,15,19,guardare uno altro sotto nuova luna; e sì ver’ noi aguzzavan le ciglia come ‘l vecchio sartor fa ne la cruna.,"guardare la sera del novilunio: aguzzavano gli occhi verso di noi, come fa il vecchio sarto con la cruna dell’ago."
Inferno,15,22,"Così adocchiato da cotal famiglia, fui conosciuto da un, che mi prese per lo lembo e gridò: “Qual maraviglia!”.","Guardato così da tale schiera, fui riconosciuto da uno, che mi prese per un lembo della veste e gridò: «Che sorpresa!»."
Inferno,15,25,"E io, quando ‘l suo braccio a me distese, ficcai li occhi per lo cotto aspetto, sì che ‘l viso abbrusciato non difese","Quando stese il braccio verso di me, io fissai gli occhi nel suo volto devastato dal fuoco, così che il suo viso sfigurato non"
Inferno,15,28,"la conoscenza sua al mio ‘ntelletto; e chinando la mano a la sua faccia, rispuosi: “Siete voi qui, ser Brunetto?”.","impedì a me di riconoscerlo. E, puntando la mano verso la sua faccia, risposi: «Voi siete qui, ser Brunetto?»."
Inferno,15,31,"E quelli: “O figliuol mio, non ti dispiaccia se Brunetto Latino un poco teco ritorna ‘n dietro e lascia andar la traccia”.","Ed egli: «O figlio mio, non ti dispiaccia se Brunetto Latini ritorna un po’ indietro con te e lascia andare la fila dei suoi compagni»."
